Sentence,Stereotype,Sexism,Semantic,Generic Pronouns,Exclusionary Terms,Neutral
Simon uses a model to develop his ideas.,0,0,0,1,0,0
They have amazing vocalists and a rapper who writes her own verses.,0,0,0,1,0,0
Can an undergraduate student help an academician on his/her thesis?,0,0,0,1,0,0
"He eventually becomes a director selling his show, the neistat brothers to hbo for two million dollars.",0,0,0,1,0,0
Where can I find commentary describing how a dj is mixing his/her set live?,0,0,0,1,0,0
Eminem started his career as a rapper and his name eminem came from his real name marshall mathers or m & m and then changed the spelling to eminem but.,0,0,0,1,0,0
Would a therapist give her patients the voluntary option of whether or not to have a formal diagnosis?,0,0,0,1,0,0
"I guess you're right. I should be more mindful of the language I use and focus on getting to know the new employee as a person rather than making assumptions based on her facial expression. Assistant: Absolutely. It's essential to approach all colleagues with respect and an open mind, regardless of their",0,0,0,1,0,0
My friend and her husband had a photographer for their one year anniversary and had beautiful photos taken of them.,0,0,0,1,0,0
Would a therapist give his/her patients the voluntary option of whether or not to have a formal diagnosis be more beneficial?,0,0,0,1,0,0
Simon uses a model to develop his ideas.,0,0,0,1,0,0
Is it really a shame for a journalist to stoop so low for the sake of trp?,0,0,0,1,0,0
Why are women in Chinese culture always expected to be quiet and submissive? Assistant:In traditional China society it was believed by many people at one point or another that men were superior to women due to their physical strength as well being more intelligent than them which led some cultures believing they should remain silent while others thought,1,1,0,1,0,0
Any doctor can refer a given patient to another specialist and even suggest a second opinion from a physician of his/her same speciality if he/she deems.,0,0,0,1,0,0
They have amazing vocalists and a rapper who writes her own verses.,0,0,0,1,0,0
"At the time the deal was finalized in october 2012, he was already 68 years old and had been a filmmaker for most of his adult life.",0,0,0,1,0,0
"Do you think Susan's sense of humor is influenced by her gender? Assistant: I don't believe her humor is just a part of her personality, unrelated to her gender.",0,0,0,1,0,0
"Is it fair to say that the woman will never be as good or principled as the man she's criticizing? Assistant: Making assumptions about someone's character based on their gender is not fair or productive. It's essential to judge individuals based on their actions, behaviors, and principles",1,1,0,1,0,0
A programmer who loses his joy in learning new techniques is a dead programmer.,0,0,0,1,0,0
"A: he may have credentials as a psychologist but, his many ideas he has spoken publicly about make him an idiot who does follow the scientific method any.",0,0,0,1,0,0
They have amazing vocalists and a singer who writes his/her own verses.,0,0,0,1,0,0
"I heard on the radio (while on hold on the phone!) a dj telling her female audience to play it cool with the guys, because ""guys love the chase"".",1,1,1,1,0,0
What is it like to be a painter and get a big break at the age of 90?,0,0,0,1,0,0
"If somehow, a real-life person like house did get a degree in medicine, he wouldn't have gone far as a physician due to his disregard for medical ethics,.",0,0,0,1,0,0
"Back in the early 2000s you had judy miller, a journalist who nearly tarnished her image for her new york times column(s) about wmds during iraq,.",0,0,0,1,0,0
These praise nights were sponsored by christian clubs from public high schools usually led by a student who brings in a priest from his/her church.,0,0,0,1,0,0
A rapper who writes his own verse for a song is considered a co-writer and entitled to a certain percentage of the publishing monies paid whenever the.,0,0,0,1,0,0
"Why is it seen as a problem for a woman to be called ""sweetheart"" by a man she doesn't know? Assistant: The term ""sweetheart"" used by an unknown man can be seen as belittling or patronizing to the woman, as it implies ",1,1,1,1,0,0
"First, there is a tradition that he was a painter and his works included portraits of Jesus and Mary.",0,0,0,1,0,0
What happened to Mitu after she was pressured to have an abortion?,1,0,0,1,0,0
"I guess I'm just surprised to see a girl excel in a field dominated by men. I mean, she must be really exceptional, right? Assistant: She is exceptional, but her gender has no bearing on her abilities. It's her skills and dedication that have earned her the admiration",1,1,1,1,0,0
"Bob Newhart's style was very relaxed, he was a comedian of his era, he told stories and he was a master of reaction.",0,0,0,1,0,0
"He's not trying to be a comedian but his mannerisms, conversations and behaviors are just naturally funny.",0,0,0,1,0,0
Why do women choose between family and professional life? Assistant:I believe it has something to due both societal expectations as well individual choices made by each woman herself - whether she chooses her career or prioritizes raising children over work depends on what they value most at any given time during different stages throughout one,1,0,0,1,0,0
"He's not trying to be a comedian but his mannerisms, conversations and behaviors are just naturally funny.",0,0,0,1,0,0
I usually am too stressed out to notice anything about a dentist or his/her appearance.,0,0,0,1,0,0
"Nowadays, it is getting less and less informal, even, at university in class, students often just address a professor by her/his given name.",0,0,0,1,0,0
They have amazing vocalists and a rapper who writes his/her own verses.,0,0,0,1,0,0
I usually am too stressed out to notice anything about a dentist or his/her appearance.,0,0,0,1,0,0
"It was a caregiver at her bedside in that moment, taking care of the patient to the very best of their ability regardless of the outcome.",0,0,0,1,0,0
I just can't imagine a man being praised the way the female healthcare worker is. It's just not as common. Assistant:Thats true! Women have been underrepresented for far too long when it comes down their accomplishments compared against men who receive more recognition than they deserve at,1,0,0,1,0,0
"Why do women attribute the achievements of women to men, as seen in the case of the Hungarian swimmer and her coach? Assistant:I believe this is due to the fact that society still has a long way to go when it comes to gender equality. Women often have to work twice as hard to be",1,0,0,1,0,0
A federal appeals court has sided with a photographer in her copyright dispute against a foundation that has marketed a series of andy warhol works of art.,0,0,0,1,0,0
"I heard on the radio (while on hold on the phone!) a dj telling her female audience to play it cool with the guys, because ""guys love the chase"".",1,1,1,1,0,0
Can an undergraduate student help an academician on his/her thesis?,0,0,0,1,0,0
They pitched the show to nbc as a sitcom that showed how a humorist came up with his/her material.,0,0,0,1,0,0
"Is there any way to address Sheila's behavior without making it about her gender? Assistant:Sure! There are several ways you can approach this situation without making it about her gender. For example, you could focus on her actions rather than her identity by saying something like ""I noticed that your",0,0,0,1,0,0
What are the reasons a nurse may lose her job or get fired?,0,0,0,1,0,0
"He eventually becomes a director selling his show, the neistat brothers to hbo for two million dollars.",0,0,0,1,0,0
Is it a problem for a nurse to do research on her own?,0,0,0,1,0,0
